"NOIND","PERIODE","SISA_CUTI"
"0007419","2016","0"
"0007420","2016","0"
"0007422","2016","0"
"0007423","2016","0"
"0007424","2016","0"
"0007426","2016","0"
"0007428","2016","0"
"0007432","2016","0"
"0007433","2016","0"
"0007434","2016","0"
"0007436","2016","0"
"0007438","2016","0"
"0007440","2016","0"
"0007445","2016","0"
"0007446","2016","0"
"0007447","2016","0"
"0007448","2016","0"
"0007449","2016","0"
"0007450","2016","0"
"0007451","2016","0"
"0007452","2016","0"
"0007453","2016","0"
"0007454","2016","0"
"0007455","2016","0"
"0007456","2016","0"
"0007457","2016","0"
"0007458","2016","0"
"0007459","2016","0"
"0007460","2016","0"
"0007461","2016","0"
"0007462","2016","0"
"0007463","2016","0"
"0007464","2016","0"
"0007465","2016","0"
"0007466","2016","0"
"0007470","2016","0"
"0007471","2016","0"
"0007472","2016","0"
"0007473","2016","0"
"0007474","2016","0"
"0007475","2016","0"
"0007476","2016","0"
"0007477","2016","0"
"0007478","2016","0"
"0007481","2016","0"
"0007483","2016","0"
"0007484","2016","0"
"0007485","2016","0"
"0007486","2016","0"
"0007487","2016","0"
"0007488","2016","0"
"0007489","2016","0"
"0007496","2016","0"
"0007497","2016","0"
"0007498","2016","0"
"0007499","2016","0"
"0007500","2016","0"
"0007501","2016","0"
"0007502","2016","0"
"0007503","2016","0"
"0007504","2016","0"
"0007505","2016","0"
"0007506","2016","0"
"0007507","2016","0"
"0007508","2016","0"
"0007509","2016","0"
"0007510","2016","0"
"0007511","2016","0"
"0007512","2016","0"
"0007513","2016","0"
"0007514","2016","0"
"0007515","2016","0"
"0007516","2016","0"
"0007517","2016","0"
"0007518","2016","0"
"0007519","2016","0"
"0007520","2016","0"
"0007521","2016","0"
"0007522","2016","0"
"0007527","2016","0"
"0007528","2016","0"
"0007529","2016","0"
"0007530","2016","0"
"0007531","2016","0"
"0007532","2016","0"
"0007533","2016","0"
"0007534","2016","0"
"0007535","2016","0"
"0007536","2016","0"
"0007537","2016","0"
"0007538","2016","0"
"0007539","2016","0"
"0007540","2016","0"
"0007541","2016","0"
"0007542","2016","0"
"0007543","2016","0"
"0007544","2016","0"
"0007545","2016","0"
"0007546","2016","0"
"0007547","2016","0"
"0007548","2016","0"
"0007549","2016","0"
"0007550","2016","0"
"0007551","2016","0"
"0007552","2016","0"
"0007553","2016","0"
"0007554","2016","0"
"0007555","2016","0"
"0007556","2016","0"
"0007557","2016","0"
"0007558","2016","0"
"0007559","2016","0"
"0007564","2016","0"
"0007565","2016","0"
"0007566","2016","0"
"0007568","2016","0"
"0007569","2016","0"
"0007570","2016","0"
"0007571","2016","0"
"0007573","2016","0"
"0007574","2016","0"
"0007575","2016","0"
"0007577","2016","0"
"0007578","2016","0"
"0007580","2016","0"
"0007581","2016","0"
"0007582","2016","0"
"0007583","2016","0"
"0007584","2016","0"
"0007590","2016","0"
"0007591","2016","0"
"0007596","2016","0"
"0007597","2016","0"
"0007598","2016","0"
"0007599","2016","0"
"0007600","2016","0"
"0007601","2016","0"
"0007602","2016","0"
"0007603","2016","0"
"0007604","2016","0"
"0007606","2016","0"
"0007607","2016","0"
"0007608","2016","0"
"0007609","2016","0"
"0007611","2016","0"
"0007612","2016","0"
"0007613","2016","0"
"0007614","2016","0"
"0007615","2016","0"
"0007616","2016","0"
"0007621","2016","0"
"0007624","2016","0"
"0007625","2016","0"
"0007626","2016","0"
"0007627","2016","0"
"0007628","2016","0"
"0007629","2016","0"
"0007630","2016","0"
"0007632","2016","0"
"0007633","2016","0"
"0007634","2016","0"
"0007635","2016","0"
"0007636","2016","0"
"0007637","2016","0"
"0007638","2016","0"
"0007639","2016","0"
"0007640","2016","0"
"0007641","2016","0"
"0007642","2016","0"
"0007645","2016","0"
"0007646","2016","0"
"0007647","2016","0"
"0007648","2016","0"
"0007650","2016","0"
"0007651","2016","0"
"0007652","2016","0"
"0007653","2016","0"
"0007654","2016","0"
"0007655","2016","0"
"0007656","2016","0"
"0007657","2016","0"
"0007658","2016","0"
"0007659","2016","0"
"0007660","2016","0"
"0007661","2016","0"
"0007662","2016","0"
"0007663","2016","0"
"0007664","2016","0"
"0007665","2016","0"
"0007666","2016","0"
"0007667","2016","0"
"0007668","2016","0"
"0007669","2016","0"
"0007670","2016","0"
"0007671","2016","0"
"0007672","2016","0"
"0007673","2016","0"
"0007674","2016","0"
"0007675","2016","0"
"0007676","2016","0"
"0007677","2016","0"
"0007678","2016","0"
"0007679","2016","0"
"0007681","2016","0"
"0007682","2016","0"
"0007683","2016","0"
"0007685","2016","0"
"0007686","2016","0"
"0007687","2016","0"
"0007688","2016","0"
"0007689","2016","0"
"0007690","2016","0"
"0007691","2016","0"
"0007692","2016","0"
"0007693","2016","0"
"0007694","2016","0"
"0007695","2016","0"
"0007696","2016","0"
"0007697","2016","0"
"0007699","2016","0"
"0007700","2016","0"
"0007702","2016","0"
"0007703","2016","0"
"0007707","2016","0"
"0007708","2016","0"
"0007709","2016","0"
"0007710","2016","0"
"0007712","2016","0"
"0007713","2016","0"
"0007714","2016","0"
"0007715","2016","0"
"0007716","2016","0"
"0007717","2016","0"
"0007718","2016","0"
"0007719","2016","0"
"0007720","2016","0"
"0007721","2016","0"
"0007722","2016","0"
"0007723","2016","0"
"0007725","2016","0"
"0007726","2016","0"
"0007727","2016","0"
"0007728","2016","0"
"0007729","2016","0"
"0007730","2016","0"
"0007731","2016","0"
"0007732","2016","0"
"0007733","2016","0"
"0007734","2016","0"
"0007735","2016","0"
"0007736","2016","0"
"0007737","2016","0"
"0007738","2016","0"
"0007739","2016","0"
"0007740","2016","0"
"0007759","2016","0"
"0007760","2016","0"
"0007761","2016","0"
"0007762","2016","0"
"0007763","2016","0"
"0007764","2016","0"
"0007765","2016","0"
"0007766","2016","0"
"0007767","2016","0"
"0007768","2016","0"
"0007769","2016","0"
"0007770","2016","0"
"0007771","2016","0"
"0007773","2016","0"
"0007774","2016","0"
"0007775","2016","0"
"0007776","2016","0"
"0007777","2016","0"
"0007778","2016","0"
"0007779","2016","0"
"0007780","2016","0"
"0007781","2016","0"
"0007782","2016","0"
"0007783","2016","0"
"0007784","2016","0"
"0007785","2016","0"
"0007787","2016","5"
"0007788","2016","0"
"0007789","2016","0"
"0007790","2016","7"
"0007791","2016","-4"
"0007792","2016","10"
"0007793","2016","3"
"0007794","2016","1"
"0007795","2016","0"
"0007796","2016","2"
"0007797","2016","10"
"0007798","2016","0"
"0007799","2016","0"
"0007801","2016","0"
"0007806","2016","0"
"0007807","2016","0"
"0007808","2016","0"
"0007809","2016","0"
"0007810","2016","0"
"0007811","2016","0"
"0007812","2016","0"
"0007813","2016","0"
"0007814","2016","0"
"0007815","2016","0"
"0007816","2016","0"
"0007817","2016","0"
"0007958","2016","10"
"0007959","2016","10"
"0007971","2016","10"
"0007972","2016","10"
"0007973","2016","10"
"0007974","2016","10"
